,Parents' Occupation,Child's Nursery,Form of the family,Children,Housing condition,Finance standing,Social condition,Health condition,Final Evaluation
10148,1,2,2,1,0,1,1,0,0
10149,1,0,2,1,0,0,2,1,4
10150,1,0,2,3,1,0,1,2,4
10151,0,3,2,3,1,1,2,0,0
10152,1,1,1,0,1,1,0,0,0
10153,0,2,2,3,0,0,0,2,4
10154,2,1,1,2,1,1,2,1,3
10155,2,1,2,0,0,1,0,1,4
10156,1,3,2,2,2,0,0,1,3
10157,2,2,1,2,2,1,1,0,0
10158,0,2,2,0,1,0,1,0,0
10159,1,4,1,1,0,0,0,1,3
10160,1,3,1,3,0,0,0,2,3
10161,2,3,2,1,2,1,2,0,0
10162,2,3,0,0,2,0,2,2,3
10163,1,4,0,0,1,1,0,2,3
10164,2,4,1,2,2,1,0,1,3
10165,0,3,2,2,0,0,0,2,4
10166,0,1,1,3,1,0,2,0,0
10167,0,4,0,2,1,1,2,0,0
10168,0,4,1,2,1,1,1,1,3
10169,2,0,2,2,0,1,0,2,4
10170,1,4,2,2,2,1,2,0,0
10171,1,3,1,3,0,0,1,0,0
10172,0,0,1,2,2,0,1,2,4
10173,0,2,2,1,2,1,2,2,4
10174,1,3,2,0,1,1,1,2,3
10175,1,1,2,0,0,0,1,0,0
10176,1,2,1,2,2,0,0,0,0
10177,2,0,1,3,2,1,2,2,4
10178,2,3,1,0,1,0,0,0,0
10179,0,1,1,2,1,0,2,1,4
10180,2,1,1,0,2,0,2,0,0
10181,1,0,1,1,2,1,2,2,4
10182,2,0,1,3,1,0,0,2,4
10183,0,4,1,3,1,1,2,0,0
10184,2,1,1,3,1,0,0,0,0
10185,2,1,0,1,2,1,0,1,3
10186,1,1,2,2,1,0,0,0,0
10187,0,2,1,2,0,0,0,0,0
10188,0,2,1,2,1,0,2,1,4
10189,1,1,0,3,1,1,2,0,0
10190,0,2,2,2,0,1,1,0,0
10191,2,1,2,0,2,0,1,0,0
10192,0,0,2,1,0,0,0,0,0
10193,0,0,1,2,0,1,0,0,0
10194,1,4,2,2,2,1,1,1,2
10195,0,4,0,2,0,1,0,2,4
10196,1,3,2,1,0,0,1,2,3
10197,1,2,0,1,1,1,2,1,3
10198,0,4,2,3,1,1,0,1,4
10199,0,4,1,2,0,1,0,1,4
10200,0,2,0,0,2,1,2,0,0
10201,0,0,2,3,0,1,0,0,0
10202,2,3,0,1,0,0,0,2,3
10203,0,0,2,3,0,1,1,0,0
10204,2,4,0,2,0,1,2,0,0
10205,2,4,2,0,1,0,0,1,3
10206,0,2,1,3,1,0,1,2,4
10207,2,0,2,2,0,1,1,0,0
10208,0,3,2,2,1,0,1,1,3
10209,0,2,2,1,1,0,0,2,4
10211,0,4,0,3,0,0,0,0,0
10212,1,0,2,3,2,0,1,1,4
10213,1,4,2,3,1,1,0,1,3
10214,0,2,0,2,2,0,2,1,4
10215,0,4,1,1,2,1,1,2,3
10216,0,0,0,3,0,1,0,1,4
10217,0,2,1,3,0,0,0,1,4
10218,0,2,2,0,0,0,2,0,0
10219,0,0,2,1,1,1,0,1,4
10220,0,4,2,2,2,1,2,1,3
10221,1,1,2,3,2,0,1,1,4
10222,0,1,2,1,0,0,1,0,0
10223,2,2,1,3,1,1,0,2,3
10224,0,4,2,3,0,1,0,2,4
10225,2,4,0,3,0,1,2,1,3
10226,1,3,1,2,0,0,2,0,0
10227,0,4,0,3,0,0,1,2,4
10228,2,3,0,3,1,0,1,0,0
10229,2,0,1,1,2,0,2,1,4
10230,1,1,0,2,1,0,0,2,4
10231,0,3,2,1,0,0,1,0,0
10232,0,1,0,3,1,0,2,2,4
10233,1,4,1,1,2,0,1,2,3
10234,0,4,2,0,2,0,1,1,3
10235,1,2,0,0,1,1,1,0,0
10236,1,2,1,1,1,1,0,1,4
10237,2,1,0,3,2,1,1,0,0
10238,0,1,2,3,1,0,2,0,0
10239,1,4,2,0,2,0,1,1,3
10240,1,1,2,1,2,0,0,1,4
10241,2,1,1,3,2,1,0,0,0
10242,2,4,1,3,2,0,0,2,3
10243,0,0,2,3,1,1,2,0,0
10244,0,3,2,1,0,0,2,2,4
10245,1,2,2,2,1,0,2,2,3
10246,1,3,1,3,2,1,1,1,2
10247,2,4,1,2,1,0,2,2,3
10248,1,0,2,0,0,0,0,1,4
10249,1,0,1,0,0,0,1,0,0
10250,0,1,1,0,2,1,1,1,3
10251,1,1,2,3,1,1,0,1,4
10252,1,2,1,1,0,0,0,0,0
10253,2,2,2,1,1,0,2,2,3
10254,0,4,2,1,2,0,1,0,0
10255,0,3,2,1,1,1,1,1,3
10256,0,4,2,0,2,1,0,1,3
10257,0,4,0,2,0,1,1,0,0
10258,2,2,2,3,0,0,1,0,0
10260,1,1,2,2,2,0,0,1,4
10261,2,1,2,1,0,0,1,2,3
10262,0,0,1,1,2,1,0,2,4
10263,0,1,2,3,2,0,2,2,4
10264,2,1,0,2,1,0,2,2,4
10265,2,1,2,0,2,0,0,0,0
10266,2,3,2,2,1,1,1,2,3
10267,0,1,1,1,2,1,2,1,3
10268,1,4,1,1,2,0,1,0,0
10269,2,3,2,0,0,1,0,0,0
10270,0,4,1,2,0,1,0,0,0
10272,2,2,0,3,0,0,2,1,3
10273,1,1,2,0,1,0,1,0,0
10274,1,2,1,1,1,0,2,1,3
10275,1,3,0,2,1,0,1,1,3
10276,1,2,2,0,1,1,1,0,0
10277,2,1,2,0,2,0,2,2,4
10278,0,3,0,0,2,0,1,1,3
10279,2,1,2,3,1,0,0,0,0
10280,0,4,2,2,2,0,1,1,3
10281,1,4,0,3,2,0,0,1,3
10282,0,0,2,3,0,0,2,0,0
10283,0,0,2,3,1,0,2,2,4
10284,1,4,0,3,2,1,2,1,2
10285,1,0,0,0,0,0,0,2,4
10286,2,2,2,3,1,0,0,1,3
10287,2,0,0,0,2,0,1,0,0
10288,0,4,0,0,2,1,1,1,3
10289,1,3,1,0,0,0,1,2,3
10290,1,3,0,1,2,0,0,0,0
10291,0,2,2,0,1,0,0,1,4
10292,1,0,2,3,1,0,2,2,4
10293,1,3,0,0,0,0,0,0,0
10294,1,2,2,1,1,0,1,2,3
10295,2,3,2,2,0,1,1,2,3
10296,2,3,1,0,1,1,2,0,0
10297,1,0,2,1,2,0,2,2,4
10298,2,1,2,1,1,1,1,0,0
10299,0,4,1,3,0,1,1,0,0
10300,1,1,0,0,0,0,2,1,4
10301,0,1,2,0,0,1,0,0,0
10302,0,4,0,3,1,1,1,2,4
10303,1,0,1,1,0,0,1,2,4
10304,1,0,2,0,1,0,1,2,4
10305,1,3,0,0,2,1,1,2,3
10306,2,4,1,3,2,0,1,0,0
10307,0,1,0,0,0,1,2,1,4
10309,0,2,2,2,2,0,2,1,3
10310,1,3,1,1,0,1,0,0,0
10311,1,1,2,1,2,0,0,1,4
10312,0,3,0,0,2,0,0,2,4
10313,0,3,2,1,0,0,1,0,0
10315,1,2,0,3,2,0,1,1,3
10316,1,4,2,0,1,0,0,1,3
10317,1,0,1,2,1,1,1,2,4
10318,0,2,2,3,1,1,2,2,4
10319,0,0,2,1,0,0,1,2,4
10321,1,1,1,1,2,1,2,2,4
10322,0,0,1,1,0,1,2,2,4
10323,2,1,2,0,1,0,2,1,3
10324,1,2,0,1,2,0,2,2,3
10325,1,3,0,3,1,0,2,2,3
10326,2,4,1,1,1,0,0,1,3
10327,1,0,1,0,1,0,0,1,4
10328,2,2,1,1,1,1,0,0,0
10329,0,4,0,3,0,1,2,1,3
10330,0,4,2,3,0,0,1,0,0
10331,0,1,0,2,0,0,1,1,4
10332,2,1,0,0,1,1,1,0,0
10333,2,0,0,1,2,1,1,1,3
10334,0,3,1,1,0,0,0,1,4
10335,0,4,0,3,2,1,2,0,0
10336,1,0,2,1,0,0,1,1,3
10337,0,4,2,0,2,1,0,1,3
10338,1,0,1,1,1,0,2,1,4
10339,2,0,2,2,0,0,2,1,4
10340,2,0,0,2,0,1,2,1,4
10341,0,3,2,0,0,1,1,1,3
10342,0,2,1,0,0,0,2,2,4
10343,0,4,0,2,0,0,0,0,0
10344,2,0,0,3,2,1,0,0,0
10345,2,1,2,2,1,0,2,2,3
10346,0,1,2,1,2,0,2,2,4
10347,2,3,2,1,2,1,2,2,3
10348,1,3,1,1,2,1,2,0,0
10349,1,4,0,1,0,1,2,0,0
10350,1,0,0,3,1,0,2,2,4
10351,2,1,2,1,2,1,1,1,3
10352,1,4,2,0,2,1,0,1,3
10353,0,0,1,0,0,1,1,1,4
10354,0,0,2,2,2,1,1,2,4
10355,2,0,2,0,0,0,1,2,4
10356,2,0,2,0,0,1,0,1,4
10357,0,0,2,3,2,0,1,2,4
10358,0,2,0,3,0,0,0,0,0
10359,2,3,2,3,0,0,2,0,0
10360,1,4,1,2,2,0,0,0,0
10361,0,0,2,1,0,0,2,0,0
10362,1,0,2,0,2,0,0,2,4
10363,1,1,0,0,2,0,0,0,0
10364,2,1,2,1,2,1,2,0,0
10365,1,2,1,3,2,1,1,2,3
10366,0,2,1,2,1,1,0,1,4
10367,2,2,2,1,0,1,0,1,3
10368,0,0,2,1,0,1,0,1,4
10369,2,2,2,0,1,0,2,0,0
10370,0,1,1,0,1,1,0,1,4
10371,0,1,2,0,1,0,1,2,4
10372,0,2,2,1,0,1,2,1,3
10373,2,0,1,0,0,1,2,1,4
10374,1,4,1,2,0,1,2,1,3
10375,2,4,1,3,1,1,1,0,0
10376,0,1,2,1,2,0,0,2,4
10377,1,3,2,2,1,0,2,2,3
10378,2,1,1,0,0,1,0,2,4
10379,2,0,0,3,2,0,0,0,0
10380,1,0,2,3,1,0,1,0,0
10381,0,3,1,1,0,1,1,0,0
10383,1,1,0,3,0,0,2,1,4
10384,0,4,1,2,2,1,0,2,3
10385,0,2,1,3,0,0,2,2,4
10386,1,3,1,3,1,0,0,0,0
10387,0,3,2,0,1,0,1,2,4
10388,1,4,2,2,1,0,1,0,0
10389,2,4,0,1,2,1,1,0,0
10390,1,0,2,1,0,1,1,2,4
10391,0,3,1,1,2,0,0,2,4
10392,0,4,2,3,0,1,2,1,3
10393,2,3,1,2,2,0,0,0,0
10394,1,0,2,2,0,0,2,0,0
10395,2,4,0,3,1,1,1,1,3
10396,0,2,2,3,0,1,2,0,0
10397,1,1,2,0,0,0,1,1,4
10398,1,1,2,0,0,1,2,2,4
10399,0,4,1,3,2,0,0,2,4
10400,0,2,1,0,2,0,1,0,0
10401,1,2,0,1,1,0,2,1,3
10402,2,1,0,1,1,1,0,2,3
10403,0,4,2,2,1,1,2,1,3
10404,1,2,0,0,1,1,1,1,3
10406,2,2,2,2,0,1,1,1,3
10407,1,1,0,0,2,1,0,0,0
10408,2,1,0,2,0,0,2,1,3
10409,0,2,2,2,0,0,0,1,4
10410,1,2,1,0,1,1,2,2,4
10411,0,3,1,0,0,0,1,1,3
10412,2,3,1,1,1,1,1,0,0
10413,0,2,2,2,2,1,0,1,4
10414,1,4,1,1,1,0,0,0,0
10415,0,0,0,1,1,1,1,1,3
10416,2,2,1,2,1,0,1,2,3
10417,1,3,2,0,2,0,2,1,3
10418,2,1,1,3,2,1,1,1,3
10419,2,0,0,1,2,0,1,2,4
10420,1,2,0,0,0,1,2,1,3
10421,2,3,2,2,0,0,1,2,3
10422,1,4,2,1,2,0,1,2,3
10423,0,0,0,1,1,1,2,0,0
10424,0,2,0,3,2,1,1,2,4
10425,0,2,2,2,1,1,1,1,3
10426,2,4,0,1,0,0,0,0,0
10427,2,3,1,1,1,0,2,2,3
10428,2,0,1,2,0,1,2,0,0
10429,0,4,0,3,1,0,1,2,4
10430,0,0,0,1,0,0,0,0,0
10431,0,4,1,0,1,0,2,2,4
10432,0,0,2,2,0,0,2,1,4
10433,0,3,0,0,1,0,1,1,3
10434,1,4,2,3,1,0,1,1,3
10435,1,2,2,1,1,0,1,0,0
10436,0,4,2,1,0,0,0,0,0
10437,0,0,2,1,2,1,0,0,0
10438,1,0,2,0,1,1,1,1,4
10439,2,2,2,3,1,1,0,1,3
10440,0,4,0,2,1,0,0,1,4
10441,2,0,0,3,0,1,2,2,4
10442,0,0,2,1,1,1,1,2,4
10443,1,4,1,2,0,1,0,0,0
10444,2,1,2,1,0,0,1,0,0
10445,0,0,2,0,0,0,2,2,4
10446,0,0,2,1,0,1,2,0,0
10447,1,0,0,2,2,1,0,2,4
10448,1,3,2,2,0,1,1,0,0
10449,0,0,2,1,2,1,0,2,3
10450,2,1,2,1,2,0,2,2,3
10451,0,0,1,0,1,0,1,1,4
10452,0,1,0,2,2,0,1,0,0
10453,2,1,1,3,2,1,1,0,0
10454,2,1,1,0,1,0,2,0,0
10455,2,2,2,3,2,1,1,2,3
10456,0,1,0,1,1,0,1,0,0
10457,1,2,0,1,2,1,2,1,3
10458,0,3,2,1,2,0,0,0,0
10459,0,4,0,3,2,1,0,0,0
10460,2,1,2,0,0,1,1,1,3
10461,0,4,2,2,1,1,0,2,3
10462,2,3,1,0,2,1,2,1,2
10463,1,2,2,3,1,0,0,0,0
10464,1,4,2,3,2,1,0,0,0
10465,1,0,2,3,2,0,0,0,0
10466,1,2,2,0,2,1,2,1,3
10467,1,4,1,3,0,1,0,0,0
10468,1,1,2,2,2,1,0,2,4
10469,1,0,2,2,1,1,0,2,4
10470,0,3,0,3,0,1,0,1,4
10471,1,3,0,0,0,0,1,1,3
10472,2,3,0,0,0,0,1,0,0
10473,1,3,1,2,2,1,0,1,3
10474,1,0,2,3,1,1,1,0,0
10475,2,4,2,0,2,0,0,2,3
10476,1,1,2,1,1,0,2,0,0
10477,0,3,2,1,1,0,0,0,0
10478,1,3,1,2,1,1,1,2,3
10479,1,4,2,3,2,1,1,0,0
10480,0,3,1,3,0,1,1,2,4
10481,0,4,0,0,2,0,0,0,0
10482,1,4,2,0,1,0,2,1,3
10483,0,0,2,2,0,0,0,0,0
10484,0,1,0,3,2,0,0,2,4
10485,0,0,0,0,1,1,0,0,0
10486,2,0,1,2,0,0,1,1,4
10487,0,2,1,1,0,1,1,0,0
10488,1,2,2,0,2,1,1,0,0
10489,2,3,2,0,2,0,2,2,3
10490,0,1,2,2,0,1,2,0,0
10491,0,1,2,2,0,0,0,0,0
10492,0,3,1,2,2,1,2,0,0
10493,0,3,2,2,1,0,1,2,3
10494,0,3,1,2,1,1,2,2,4
10495,1,0,1,1,0,1,2,0,0
10496,1,2,2,0,1,0,1,0,0
10497,1,0,1,1,0,0,0,2,4
10498,2,1,0,3,0,1,2,2,4
10499,1,2,0,1,2,1,1,1,3
10500,0,2,2,0,2,1,1,0,0
10501,1,2,2,3,0,1,0,0,0
10502,0,0,2,3,1,1,1,1,4
10503,1,3,0,2,2,1,0,0,0
10504,2,1,2,3,2,0,0,0,0
10505,0,2,2,0,0,0,1,2,4
10506,0,4,0,2,2,0,2,2,4
10507,2,3,2,3,1,0,0,0,0
10508,1,1,2,3,0,0,1,0,0
10509,2,3,0,2,1,0,2,2,3
10510,0,3,1,0,1,0,1,1,3
10511,1,3,0,3,2,0,1,2,3
10512,2,3,0,0,2,1,0,2,3
10513,0,3,2,0,1,0,2,2,4
10514,0,2,2,3,2,1,2,1,3
10515,2,1,1,3,0,0,2,2,4
10516,1,0,2,3,0,0,0,1,4
10517,2,1,1,2,1,1,0,0,0
10518,1,3,2,2,2,1,2,0,0
10519,2,3,2,2,2,0,1,2,3
10520,1,2,2,3,0,0,1,0,0
10521,2,1,1,0,0,0,2,1,3
10523,2,1,1,1,0,1,1,0,0
10524,2,1,2,0,0,1,2,2,4
10525,2,2,2,2,0,0,1,2,3
10526,2,0,0,2,0,1,0,1,4
10527,1,3,1,2,2,0,1,0,0
10528,0,2,2,1,1,0,0,0,0
10529,0,4,2,0,2,0,2,2,4
10530,1,0,2,0,2,1,1,0,0
10531,2,2,2,1,2,1,0,2,3
10532,1,2,2,1,1,0,2,0,0
10533,2,0,2,1,2,0,0,2,4
10534,1,1,0,2,1,1,2,1,4
10535,0,4,2,2,2,0,0,2,3
10536,0,0,2,3,2,1,1,1,3
10537,0,4,0,1,0,1,0,2,4
10538,2,1,1,3,2,1,2,1,3
10539,2,0,1,2,0,0,0,2,4
10540,2,2,1,1,2,0,2,2,3
10541,0,3,2,3,0,0,0,1,4
10542,0,2,2,1,0,1,2,0,0
10543,1,3,1,1,2,1,0,2,3
10544,2,1,0,3,0,0,1,1,3
10545,1,2,2,2,0,0,2,1,3
10546,1,4,1,2,0,0,0,1,3
10547,0,1,2,2,0,1,1,0,0
10548,1,0,1,2,2,1,0,1,4
10549,0,2,0,1,0,0,2,1,4
10550,0,1,2,1,0,1,1,0,0
10551,2,1,2,0,0,0,1,2,4
10552,2,0,1,3,1,1,1,2,4
10554,0,1,0,2,1,0,1,2,4
10555,2,1,2,1,0,1,2,2,4
10556,2,3,2,0,1,1,0,0,0
10557,0,4,1,2,1,1,1,0,0
10558,0,3,2,3,1,1,0,1,4
10559,1,3,0,2,0,0,0,1,3
10560,2,1,2,2,2,0,2,1,3
10561,0,1,2,3,0,1,1,1,4
10562,2,2,2,3,0,1,2,0,0
10563,0,4,2,1,1,0,1,0,0
10564,1,2,2,0,1,1,1,2,4
10565,0,3,1,1,1,1,0,1,4
10566,1,1,2,3,1,0,1,1,4
10567,1,1,2,3,0,0,2,1,4
10568,1,2,2,3,1,0,0,2,4
10569,0,2,0,1,1,1,2,0,0
10570,0,2,2,1,1,0,2,1,3
10571,0,2,2,1,0,0,2,1,4
10572,2,3,1,3,1,0,1,2,3
10573,1,2,2,3,1,0,0,1,4
10574,2,0,2,2,1,1,1,1,3
10575,1,1,1,1,1,1,2,0,0
10576,1,1,1,2,0,1,0,1,4
10577,1,3,1,2,0,1,0,2,3
10578,1,3,1,2,0,0,2,1,3
10579,2,1,2,0,0,1,0,1,4
10581,0,0,2,0,1,1,1,2,4
10582,2,2,2,2,2,0,1,2,3
10583,0,1,0,1,1,1,2,0,0
10584,2,1,0,2,0,0,0,1,4
10585,2,2,2,2,1,0,2,1,2
10586,1,3,2,1,0,0,1,2,3
10587,2,2,2,1,1,0,1,1,2
10588,2,4,0,0,1,1,1,1,3
10589,2,2,1,3,0,1,2,2,3
10590,0,2,2,1,0,0,2,2,4
10591,1,2,2,0,2,0,2,0,0
10592,1,0,2,1,0,1,0,2,4
10593,1,2,0,1,2,0,2,0,0
10595,1,1,1,1,0,1,0,1,4
10596,1,0,1,2,0,1,2,2,4
10597,0,2,2,3,0,0,2,2,4
10599,2,1,1,1,0,1,0,1,4
10600,0,4,2,0,2,1,1,2,3
10601,0,2,2,0,2,1,1,1,3
10602,2,2,2,0,0,1,1,2,3
10603,2,0,0,2,0,1,1,0,0
10604,1,1,2,3,0,0,2,0,0
10605,0,3,0,2,1,0,2,0,0
10606,0,0,1,1,1,0,1,2,4
10607,1,2,2,2,1,1,1,2,3
10608,1,3,1,0,1,1,1,2,3
10609,2,1,2,1,0,0,0,1,4
10610,2,3,2,1,0,1,0,2,3
10611,0,2,1,3,2,0,1,1,4
10612,0,1,2,3,2,1,2,0,0
10613,2,4,0,3,2,1,1,2,3
10614,2,2,2,3,1,0,2,0,0
10615,1,4,1,1,1,0,0,1,3
10616,0,2,2,2,1,0,1,2,4
10617,0,0,0,2,0,1,2,0,0
10618,0,2,2,3,2,1,2,2,4
10619,1,2,0,0,2,1,2,2,3
10620,0,2,2,2,1,1,0,2,4
10621,1,1,2,1,2,1,0,2,4
10622,0,3,2,0,0,0,1,2,4
10623,0,2,2,2,2,0,2,2,4
10624,1,1,0,3,0,1,0,0,0
10625,0,4,0,3,2,0,0,0,0
10626,1,2,0,3,2,1,1,1,3
10627,0,2,2,2,1,0,2,1,3
10628,1,3,2,2,0,0,1,2,3
10629,2,4,1,2,0,0,1,2,3
10630,2,1,1,0,0,0,2,0,0
10631,1,4,1,2,2,0,0,1,3
10632,1,4,2,3,0,0,1,1,3
10633,1,3,0,0,2,0,0,2,3
10634,0,0,0,2,2,1,0,1,4
10635,1,4,2,3,1,1,1,1,3
10636,1,1,1,2,0,0,1,2,4
10637,0,1,1,1,2,1,1,2,4
10638,0,1,2,3,1,1,0,2,4
10639,2,3,0,3,0,0,2,2,3
10640,2,0,1,1,0,1,2,1,4
10641,0,1,1,2,1,0,1,1,4
10642,2,2,1,1,0,0,1,0,0
10643,1,2,0,0,0,0,2,2,4
10644,0,1,1,0,2,0,1,0,0
10645,2,3,2,3,1,1,1,0,0
10646,0,0,2,1,1,0,0,0,0
10647,1,3,2,0,0,0,2,1,3
10648,1,0,0,0,2,1,1,1,3
10649,1,4,1,3,0,1,1,1,3
10650,1,4,2,0,1,1,1,0,0
10651,1,0,0,2,2,1,0,1,4
10652,0,4,1,1,1,1,2,2,4
10653,0,1,2,2,1,0,2,0,0
10654,0,0,2,1,2,0,2,2,4
10656,2,4,2,0,0,0,0,0,0
10657,1,3,1,0,2,0,0,2,3
10658,1,4,2,1,2,1,1,0,0
10659,2,1,2,1,1,0,2,0,0
10660,2,0,0,1,1,1,0,0,0
10661,1,0,2,0,1,1,0,2,4
10662,1,1,2,2,0,1,1,1,4
10663,2,0,1,3,1,0,1,1,4
10664,1,3,1,1,2,1,1,0,0
10665,0,3,2,3,1,0,0,1,4
10666,0,3,2,2,2,1,0,1,3
10667,1,4,0,2,2,0,1,1,3
10668,2,0,2,0,1,1,0,1,4
10669,0,3,2,0,1,1,1,1,3
10670,1,4,2,1,2,0,0,1,3
10671,1,0,2,2,2,0,2,0,0
10672,2,3,2,0,0,0,1,0,0
10673,1,3,0,2,1,1,2,1,3
10674,0,1,0,0,2,0,2,2,4
10675,2,1,0,0,1,1,1,1,3
10676,2,3,2,0,2,1,2,1,2
10677,2,1,2,0,1,0,1,0,0
10678,2,4,1,1,1,1,2,1,3
10679,0,4,2,3,2,0,0,0,0
10680,0,0,2,1,1,0,0,1,4
10681,0,3,1,3,2,1,1,2,3
10683,2,1,2,2,1,0,1,1,3
10684,2,4,1,2,1,1,0,2,3
10685,2,3,1,2,1,0,0,1,3
10686,2,1,0,0,0,0,1,2,4
10687,1,1,0,0,0,1,0,0,0
10688,1,0,0,0,2,1,2,2,4
10689,1,1,1,2,1,0,2,2,4
10690,2,3,1,3,0,0,2,1,3
10691,1,4,2,3,0,1,0,2,3
10692,1,1,1,0,1,0,0,2,4
10693,2,2,2,2,2,0,1,2,3
10694,1,3,1,0,1,1,2,0,0
10695,0,0,0,2,1,1,0,2,4
10696,1,3,0,2,0,1,0,1,3
10697,1,4,1,1,2,1,0,0,0
10698,2,1,1,1,2,0,0,2,4
10699,1,4,2,0,0,1,1,1,3
10700,2,1,0,2,0,1,1,1,3
10701,1,0,2,1,2,0,0,2,4
10702,1,3,2,1,1,1,1,0,0
10703,2,2,0,2,2,0,1,0,0
10704,0,3,0,3,2,0,1,0,0
10705,0,3,1,2,1,0,0,2,4
10706,0,3,1,3,1,1,0,1,4
10707,1,1,0,2,2,1,1,0,0
10708,0,3,0,0,1,1,0,0,0
10709,2,1,1,3,2,0,1,2,4
10710,1,4,2,2,0,0,2,1,3
10711,0,3,2,3,0,1,2,0,0
10712,1,3,0,0,2,1,1,0,0
10713,0,4,1,2,1,0,1,1,3
10714,2,3,1,3,2,1,0,0,0
10715,1,4,1,1,2,0,2,2,3
10716,1,2,2,1,2,1,2,0,0
10717,2,3,0,3,2,0,0,1,3
10718,0,2,2,3,1,1,2,0,0
10719,0,3,2,3,1,0,0,0,0
10720,2,3,2,2,2,0,2,2,3
10721,2,0,1,0,0,1,0,0,0
10722,1,1,0,2,2,0,2,1,4
10723,2,4,0,0,1,0,0,2,3
10724,1,2,2,3,1,0,1,1,3
10725,1,0,0,0,0,1,0,0,0
10726,1,1,2,2,0,0,0,2,4
10727,0,3,2,3,0,0,1,0,0
10728,0,4,0,3,0,1,1,1,3
10729,0,0,2,0,0,1,1,0,0
10730,0,1,2,3,0,0,2,1,4
10731,0,2,2,3,2,1,0,2,4
10732,1,2,1,0,1,0,1,2,4
10733,0,2,2,0,2,0,1,1,4
10734,2,1,0,0,1,1,2,0,0
10735,0,4,0,0,0,0,2,1,3
10736,2,3,0,1,2,1,0,1,3
10737,2,2,2,2,2,1,0,2,3
10738,0,3,0,3,1,0,1,0,0
10739,2,0,0,3,1,1,1,0,0
10740,1,3,2,1,0,1,0,2,3
10741,2,3,1,1,2,0,2,1,3
10742,1,1,2,0,1,0,2,1,4
10743,0,2,2,0,1,1,0,1,4
10744,2,3,2,1,2,0,0,2,3
10745,1,2,2,3,2,1,0,1,3
10746,1,2,0,3,0,0,2,0,0
10747,0,1,2,3,0,0,0,2,4
10748,1,0,2,3,2,0,1,0,0
10750,1,4,2,0,2,1,2,0,0
10751,2,3,2,0,2,0,1,0,0
10752,0,0,0,2,1,0,0,1,4
10753,1,2,0,2,1,0,0,1,4
10754,1,3,2,3,0,1,0,1,3
10755,0,3,2,2,2,1,1,2,3
10756,2,3,0,1,0,1,2,1,3
10757,0,2,2,3,2,0,0,0,0
10758,2,2,1,0,2,0,2,1,3
10759,2,0,2,1,0,0,2,0,0
10760,1,1,0,1,2,1,0,0,0
10761,1,3,2,0,0,0,2,0,0
10762,0,2,1,3,2,0,2,2,4
10763,0,1,0,0,1,1,2,0,0
10764,0,4,1,3,2,0,0,1,4
10765,1,3,2,1,0,0,0,1,3
10767,0,4,2,0,0,0,2,0,0
10768,2,0,2,0,2,1,2,0,0
10769,1,3,2,3,1,0,2,2,3
10770,0,4,2,0,0,1,1,0,0
10771,1,3,0,3,0,0,2,1,3
10772,2,2,2,2,1,1,2,0,0
10773,2,3,2,2,0,1,0,1,3
10774,1,3,1,0,1,1,0,2,3
10775,0,1,2,2,2,1,0,0,0
10776,1,1,1,0,2,1,2,0,0
10777,1,2,0,0,2,1,0,2,3
10778,0,0,2,0,0,0,2,2,4
10779,2,4,2,2,0,0,0,1,3
10780,0,3,2,3,1,1,2,0,0
10781,0,1,2,3,0,0,0,0,0
10782,0,3,1,3,0,0,2,1,3
10783,0,1,0,2,2,1,1,2,4
10784,1,4,2,3,0,0,1,1,3
10785,2,2,2,1,1,1,1,0,0
10786,0,4,1,2,0,0,2,1,3
10787,1,1,2,0,0,0,2,2,4
10788,0,1,0,3,2,0,0,1,4
10789,0,0,2,2,1,1,1,0,0
10790,1,4,2,2,0,0,0,1,3
10791,2,4,2,1,1,1,2,1,2
10792,0,3,0,3,1,1,1,0,0
10793,2,0,1,0,0,0,2,1,4
10794,0,0,2,0,2,1,2,2,4
10795,0,3,2,0,2,0,1,2,4
10796,0,0,0,3,0,0,1,2,4
10797,2,2,1,2,0,1,1,2,3
10798,2,0,0,0,0,0,1,1,4
10799,0,4,2,1,2,0,0,1,3
10800,2,3,2,0,0,0,0,0,0
10801,0,0,1,1,1,1,0,2,4
10802,2,0,2,1,2,1,1,2,4
10803,1,1,2,0,2,1,0,2,4
10804,2,4,2,0,0,0,1,0,0
10805,0,4,1,1,2,0,2,1,3
10806,1,2,2,2,2,1,1,1,3
10807,2,1,0,0,0,1,0,0,0
10808,2,2,0,3,1,0,0,0,0
10809,1,2,2,2,0,0,0,2,4
10810,2,0,2,0,2,0,2,0,0
10811,2,4,2,3,0,0,1,2,3
10812,0,3,2,2,2,1,0,2,3
10813,0,1,0,3,1,0,0,0,0
10814,0,2,1,1,2,0,0,1,4
10815,0,0,2,3,0,1,2,2,4
10816,2,3,1,3,2,0,0,1,3
10817,1,4,2,2,0,1,1,2,3
10818,0,4,2,1,2,1,1,1,3
10819,1,2,0,3,1,1,0,1,4
10820,0,1,0,3,1,1,1,0,0
10821,2,0,2,0,1,0,1,1,4
10822,2,0,2,0,0,1,1,0,0
10823,2,2,2,1,0,0,1,0,0
10824,1,0,2,0,2,0,2,1,4
10825,0,3,1,3,1,1,2,2,4
10826,0,3,1,2,0,1,2,0,0
10827,2,3,1,2,1,1,0,0,0
